episode,scenario_id,result,steps,time_s,path_len,min_dist_human,start_to_goal,spl,space_compliance,avg_angular_jerk
121,1,success,77,19.2523775100708,46.53711428493261,1.0573906898498535,15.503520011901855,0.3331431321026592,1.0,0.0
122,5,success,89,22.271536588668823,65.7120012640953,0.7808655500411987,20.113676071166992,0.3060883200061204,1.0,0.0
123,1,success,69,17.26579523086548,86.22808830440044,1.0099483728408813,14.61979866027832,0.16954798543912789,1.0,0.0
124,4,success,79,19.77660059928894,57.60574799776077,1.5960636138916016,18.227453231811523,0.316417265036122,1.0,0.0
125,11,success,29,7.264882564544678,69.39928628504276,6.236468315124512,7.264186382293701,0.10467234997860937,1.0,0.0
126,8,success,87,21.791436433792114,64.71140809357166,0.7867220044136047,19.18897247314453,0.2965315241695496,1.0,0.0
127,8,success,89,22.295133352279663,63.22871349751949,0.8156049251556396,19.44536781311035,0.3075401465170283,1.0,0.0
128,7,success,84,21.027525663375854,34.807056933641434,1.4559049606323242,20.601032257080078,0.5918636642091086,1.0,0.0
129,5,success,88,22.024477005004883,39.651142701506615,0.85577392578125,20.113676071166992,0.5072659878324953,1.0,0.0
130,7,success,100,25.026495695114136,68.2407560646534,1.5196137428283691,24.423603057861328,0.3579034651187284,1.0,0.0
131,4,success,77,19.28494095802307,56.928882747888565,1.639312982559204,18.227453231811523,0.32017935979057244,1.0,0.0
132,7,success,84,21.0131676197052,62.44593171775341,1.4339113235473633,20.601032257080078,0.3299019117881653,1.0,0.0
133,11,success,31,7.749855279922485,14.53483510017395,33.83882141113281,7.264186382293701,0.4997776949121882,1.0,0.0
134,1,success,71,17.770899057388306,43.97499378584325,1.128022313117981,13.197565078735352,0.3001152232790993,1.0,0.0
135,9,success,32,8.024428367614746,25.068739354610443,2.832136869430542,8.188887596130371,0.3266573352690085,1.0,0.0
136,12,success,41,10.258448839187622,44.863047912716866,7.516647815704346,8.375994682312012,0.18670141847267926,1.0,0.0
137,8,success,83,20.77942967414856,38.04202485084534,0.7344927191734314,18.375354766845703,0.48302777885487297,1.0,0.0
138,8,success,84,21.031607151031494,105.7421593517065,0.7567264437675476,18.375354766845703,0.1737751042678055,1.0,0.0
139,9,success,33,8.275009870529175,50.96501428633928,10.602005004882812,8.188887596130371,0.16067664673107585,1.0,0.0
140,9,success,43,10.756670236587524,55.046327605843544,10.449893951416016,10.647065162658691,0.19342008133397137,1.0,0.0
141,6,success,48,12.045057535171509,39.27723350934684,1.016979694366455,11.031310081481934,0.28085761383517,1.0,0.0
142,5,success,89,22.287004232406616,50.66839861869812,0.7771240472793579,20.113676071166992,0.39696687914949136,1.0,0.0
143,12,success,40,10.012462139129639,38.76799753308296,12.233739852905273,8.375994682312012,0.2160543545011396,1.0,0.0
144,11,success,29,7.264633655548096,51.84157498180866,12.233739852905273,7.264186382293701,0.14012279497377775,1.0,0.0
145,4,success,78,19.514995574951172,52.563049256801605,1.5615410804748535,18.227453231811523,0.3467731322579789,1.0,0.0
146,11,success,29,7.25505256652832,38.575956374406815,24.328834533691406,7.264186382293701,0.18830865298036056,1.0,0.0
147,7,success,97,24.27979588508606,48.370515525341034,1.5171701908111572,23.755672454833984,0.4911188602566893,1.0,0.0
148,7,success,84,21.035191297531128,63.06022809445858,1.5588458776474,20.601032257080078,0.326688197610411,1.0,0.0
149,7,success,72,18.02873969078064,36.71949501335621,1.3525383472442627,17.580698013305664,0.47878376341806794,1.0,0.0
150,1,success,69,17.281596660614014,41.97076501417905,1.8129642009735107,12.787191390991211,0.30466900917034256,1.0,0.0
151,9,success,43,10.753463983535767,94.22299635410309,6.236468315124512,10.647065162658691,0.11299858394065015,1.0,0.0
152,8,success,83,20.781479597091675,38.07542559504509,0.7271066308021545,18.375354766845703,0.48260405444389737,1.0,0.0
153,5,success,88,22.027288675308228,52.54793465137482,0.7669405341148376,20.113676071166992,0.38276815643868045,1.0,0.0
154,7,success,80,20.02181363105774,63.20125575363636,1.5014268159866333,19.43354034423828,0.30748661735443683,1.0,0.0
155,6,success,48,12.01701831817627,47.780220218002796,0.7643924355506897,11.031310081481934,0.23087608284663197,1.0,0.0
156,8,success,84,21.016704082489014,75.75194889307022,0.7812756299972534,18.490488052368164,0.24409257217222133,1.0,0.0
157,7,success,87,21.772245168685913,42.26903913915157,1.682059645652771,21.31060791015625,0.5041658940956943,1.0,0.0
158,11,success,30,7.483057022094727,13.77922793716425,37.076133728027344,7.264186382293701,0.5271838462517416,1.0,0.0
159,7,success,88,22.06014370918274,46.15193971246481,1.7048605680465698,21.31060791015625,0.4617489111600793,1.0,0.0
160,6,success,49,12.251638889312744,54.778920783661306,0.8370698094367981,11.031310081481934,0.20137874064821298,1.0,0.0
161,8,success,79,19.770329236984253,74.95093886554241,0.7377535700798035,17.246936798095703,0.23010968320271072,1.0,0.0
162,12,success,38,9.526286602020264,104.93804404139519,6.236468315124512,8.375995635986328,0.07981848444480466,1.0,0.0
163,5,success,89,22.297879695892334,49.13375309109688,0.8413163423538208,20.113676071166992,0.4093657578706648,1.0,0.0
164,4,success,78,19.530038833618164,54.01078116893768,1.6502373218536377,18.227453231811523,0.33747805229475875,1.0,0.0
165,7,success,81,20.250678300857544,40.60016480088234,2.497575283050537,19.702247619628906,0.48527506516921154,1.0,0.0
166,9,success,37,9.263972043991089,74.74666941506439,1.7927420139312744,9.231090545654297,0.12349835274123759,1.0,0.0
167,6,success,46,11.485173225402832,61.68906559050083,0.8111660480499268,11.031310081481934,0.1788211569730858,1.0,0.0
168,8,success,77,19.263221502304077,61.64590761065483,0.713782787322998,17.034076690673828,0.27632128961841534,1.0,0.0
169,12,success,41,10.252032995223999,27.918217301368713,2.832136869430542,8.375994682312012,0.30001896582062104,1.0,0.0
170,4,success,77,19.2598237991333,69.43087999522686,1.6107643842697144,18.227453231811523,0.2625266053529006,1.0,0.0
171,1,success,65,16.251182317733765,33.89830566011369,0.7310497164726257,13.197565078735352,0.38932816321448815,1.0,0.0
172,12,success,38,9.49828052520752,66.26806911826134,11.32468032836914,8.375996589660645,0.12639566387113113,1.0,0.0
173,9,success,48,12.015785455703735,55.150498136878014,12.262077331542969,11.65528678894043,0.21133602021169737,1.0,0.0
174,4,success,78,19.499797105789185,32.43655416369438,1.5127416849136353,18.227453231811523,0.561941725986824,1.0,0.0
175,11,success,31,7.747114658355713,14.283253848552704,33.90336608886719,7.264186382293701,0.5085806399099858,1.0,0.0
176,4,success,80,20.01340675354004,56.786492481827736,1.3370193243026733,18.227449417114258,0.32098213185023233,1.0,0.0
177,8,success,90,22.518110752105713,41.353621289134026,0.784878134727478,19.834667205810547,0.4796355576004236,1.0,0.0
178,11,success,29,7.255209445953369,70.90930808853591,6.236468315124512,7.264186382293701,0.1024433403471345,1.0,0.0
179,5,success,89,22.269162893295288,50.03040298074484,0.8058438301086426,20.113676071166992,0.402029063785637,1.0,0.0
180,5,success,89,22.269384145736694,40.72452102601528,0.7563401460647583,20.113676071166992,0.4938959517367473,1.0,0.0
181,1,success,60,15.001685857772827,39.063854321837425,1.1691352128982544,14.724774360656738,0.3769411548420944,1.0,0.0
182,1,success,68,17.00139284133911,86.16368061304092,1.2419013977050781,14.61979866027832,0.16967472322747557,1.0,0.0
183,8,success,84,21.013408660888672,42.650645181536674,0.7776836156845093,18.490488052368164,0.433533607139257,1.0,0.0
