episode,scenario_id,result,steps,time_s,path_len,min_dist_human,start_to_goal,spl,space_compliance,avg_angular_jerk
1,12,success,33,11.420274019241333,8.04539929330349,11.025171279907227,8.375995635986328,1.0,1.0,7.0277557373046875
2,12,success,33,11.422569751739502,8.049151435494423,12.090499877929688,8.375995635986328,1.0,1.0,7.1900058869392645
3,12,success,33,11.424839496612549,8.038936778903008,14.729752540588379,8.375995635986328,1.0,1.0,10.081004481161795
4,12,success,34,11.674386024475098,8.29354952275753,17.567068099975586,8.375995635986328,1.0,1.0,6.671913385391235
5,6,success,44,14.18185806274414,10.719891622662544,1.0661940574645996,11.031310081481934,1.0,1.0,8.292083013625373
6,6,success,45,14.432676553726196,10.677962372079492,1.3883532285690308,11.031310081481934,1.0,1.0,6.329384382380995
7,6,success,45,14.436331748962402,10.876032784581184,0.8921672105789185,11.031310081481934,1.0,1.0,7.987059837163881
8,6,success,46,14.686280488967896,10.900703243911266,0.761488139629364,11.031310081481934,1.0,1.0,14.557032325051047
9,6,success,51,15.929773330688477,10.927693824911785,0.7955122590065002,11.031310081481934,1.0,1.0,11.856118416299624
10,4,success,53,16.422337770462036,12.979479432106018,1.2639009952545166,13.237825393676758,1.0,1.0,33.94423666474073
11,1,success,55,16.91846251487732,13.516344636678696,1.644669532775879,13.478775024414062,0.9972204310207745,1.0,22.36287191678893
12,1,success,57,17.4264018535614,13.812167704105377,1.2578222751617432,14.090449333190918,1.0,1.0,19.525937526876277
13,1,success,58,17.668860912322998,14.221905797719955,0.9363555312156677,14.150975227355957,0.9950125833082533,1.0,22.30516732537321
14,1,success,61,18.42552661895752,14.884346820414066,1.0090339183807373,14.629963874816895,0.9829093645380339,1.0,20.37453237630553
15,7,success,63,18.939024209976196,15.296621859073639,0.9647137522697449,15.435314178466797,1.0,1.0,20.7760142341989
16,1,success,66,19.683482885360718,15.542754187015817,1.2412309646606445,15.34146785736084,0.98704950697714,1.0,21.537606179714203
17,1,success,67,19.92246699333191,16.24589281529188,1.2240123748779297,16.063241958618164,0.988757105642,1.0,19.661632227897645
18,7,success,69,20.43186926841736,16.62727664411068,0.7817216515541077,16.756126403808594,1.0,1.0,24.118505563308943
19,8,success,73,21.435384035110474,17.841657131910324,0.7327068448066711,17.900402069091797,1.0,1.0,19.28931405510701
20,8,success,73,21.43786382675171,17.788569316267967,0.677871584892273,17.900402069091797,1.0,1.0,17.577044097470566
21,8,success,73,21.443006992340088,17.813283324241638,0.730420708656311,17.900402069091797,1.0,1.0,13.860023068710111
22,7,success,74,21.67655634880066,17.963867753744125,0.7832029461860657,18.10102081298828,1.0,1.0,17.621486451890732
23,8,success,74,21.67899799346924,17.726372331380844,0.8415005207061768,17.90040397644043,1.0,1.0,19.61788558959961
24,8,success,74,21.681760549545288,17.8074491918087,0.6366645693778992,17.900402069091797,1.0,1.0,18.824049525790745
25,7,success,74,21.684273958206177,17.961640521883965,0.8361092209815979,18.101882934570312,1.0,1.0,19.527288542853462
26,7,success,76,22.194228649139404,18.48393625020981,0.8590515851974487,18.49412727355957,1.0,1.0,25.165883141594964
27,9,success,77,22.45057225227356,18.20487204194069,0.7920910120010376,18.476791381835938,1.0,1.0,14.027990763157517
28,9,success,78,22.677892923355103,18.43297104537487,0.6431073546409607,18.635679244995117,1.0,1.0,16.741028433952543
29,12,success,33,8.240318536758423,8.049306020140648,16.25383186340332,8.375995635986328,1.0,1.0,12.134888433641002
30,9,success,80,23.198725700378418,18.82599174976349,0.8751492500305176,19.105327606201172,1.0,1.0,14.304069375255704
31,6,success,48,12.007022380828857,10.906228534018737,0.7573912739753723,11.031310081481934,1.0,1.0,12.240562107252037
32,4,success,54,13.501808643341064,13.231092676520348,0.8232548832893372,13.237825393676758,1.0,1.0,29.416601914042268
33,9,success,91,25.953469038009644,21.368025317788124,0.7147606015205383,21.527137756347656,1.0,1.0,22.144390937242054
34,7,success,91,25.95808434486389,22.166299909353256,0.9853506684303284,22.407699584960938,1.0,1.0,24.525620706965416
35,5,success,96,27.197234392166138,23.254398971796036,0.8316996693611145,23.460689544677734,1.0,1.0,14.807643809217089
36,5,success,96,27.201080799102783,23.24228659272194,1.2162203788757324,23.460689544677734,1.0,1.0,13.382288263199177
37,9,success,96,27.203874111175537,21.747594001877587,0.6889739036560059,22.070470809936523,1.0,1.0,18.17310594024485
38,4,success,53,13.258651971817017,13.027603313326836,0.7713192701339722,13.237821578979492,1.0,1.0,43.32778194556672
39,4,success,53,13.244084596633911,12.978562846779823,0.8699803948402405,13.237825393676758,1.0,1.0,42.70046987031128
40,4,success,54,13.50231146812439,13.149978376924992,0.7051354050636292,13.237825393676758,1.0,1.0,37.78316259096175
41,9,success,100,28.183172941207886,23.3746175467968,0.8366216421127319,23.61076545715332,1.0,1.0,16.24958127553076
42,9,success,101,28.435168981552124,23.74415634572506,0.9090980887413025,23.87596321105957,1.0,1.0,12.314800614066105
43,4,success,54,13.532626628875732,12.991254494525492,0.6890514492988586,13.237825393676758,1.0,1.0,26.000347058623824
44,12,success,33,8.253682613372803,8.039390072226524,16.540241241455078,8.375995635986328,1.0,1.0,6.87828383907195
45,9,success,77,19.285678148269653,18.112428069114685,0.7882285714149475,18.42417335510254,1.0,1.0,12.790712063007765
46,6,success,46,11.546340465545654,11.237405583262444,0.7465031147003174,11.031310081481934,0.9816598679959119,1.0,10.913326436823064
47,9,success,88,22.038565397262573,20.805510997772217,0.7201481461524963,21.045093536376953,1.0,1.0,15.078997897072366
48,4,success,53,13.279778718948364,13.011310398578644,1.0836740732192993,13.237825393676758,1.0,1.0,38.083681532598526
49,7,success,58,14.528903484344482,14.109325155615807,0.6788771748542786,14.277263641357422,1.0,1.0,18.383687836783274
50,6,success,46,11.553214311599731,10.838351154699922,0.9916917681694031,11.031310081481934,1.0,1.0,10.973087310791016
51,8,success,73,18.295374870300293,17.689937368035316,0.7914698719978333,17.900402069091797,1.0,1.0,14.09048085817149
52,4,success,55,13.76885986328125,13.552814304828644,0.763081967830658,13.237821578979492,0.9767581316496807,1.0,32.216976928271926
53,4,success,53,13.264447927474976,13.025830671191216,1.3775105476379395,13.237821578979492,1.0,1.0,56.202403667452295
54,7,success,65,16.292150497436523,15.814017549157143,0.6655902862548828,15.851378440856934,1.0,1.0,20.212677486359127
55,1,success,51,12.763498306274414,12.413295656442642,0.9270845055580139,12.623411178588867,1.0,1.0,18.748069760142542
56,7,success,67,16.806267499923706,16.30875851213932,0.6753590106964111,16.405433654785156,1.0,1.0,20.10818845308744
57,7,success,70,17.520894765853882,17.01761159300804,0.6919713020324707,17.1463623046875,1.0,1.0,23.02697810004739
58,4,success,53,13.281493425369263,13.026722997426987,0.7227550745010376,13.237825393676758,1.0,1.0,30.303673019603682
59,6,success,47,11.75908899307251,10.92672759667039,0.7153607606887817,11.031310081481934,1.0,1.0,7.673985968695747
60,5,success,96,24.044315814971924,23.23386052250862,1.302583932876587,23.460689544677734,1.0,1.0,12.625159770884412
61,9,collision,99,24.81758999824524,22.04872145634363,0.6714408993721008,22.572734832763672,0.0,1.0,17.797230776093897
62,5,success,97,24.300439834594727,23.52265878021717,0.7619578838348389,23.460689544677734,0.9973655513979758,1.0,11.802519065455387
63,1,success,60,15.024333477020264,14.49726729746908,0.8787240982055664,14.62035083770752,1.0,1.0,17.359789622241053
64,5,success,96,24.0473952293396,23.26727131009102,1.2924270629882812,23.460689544677734,1.0,1.0,10.216279415374107
65,7,success,84,21.057539701461792,20.426055923104286,1.265394926071167,20.552730560302734,1.0,1.0,19.571502127298494
66,5,success,96,24.054922103881836,23.277855068445206,1.2750458717346191,23.460689544677734,1.0,1.0,11.076532972619889
67,1,success,65,16.266960382461548,15.544576153159142,1.079773187637329,15.907256126403809,1.0,1.0,16.144021041809566
68,7,success,89,22.296202182769775,21.668497562408447,1.112531065940857,21.954418182373047,1.0,1.0,25.328572415757453
69,9,success,89,22.292164087295532,21.12908698618412,0.7680107355117798,21.348392486572266,1.0,1.0,16.580138294658845
70,1,success,72,18.01612663269043,17.639633119106293,1.1198461055755615,16.83228302001953,0.9542309018767355,1.0,19.3309649007661
71,9,success,90,22.56092381477356,21.195945739746094,0.5429890155792236,21.20503044128418,1.0,0.9888888888888889,16.203791808771644
72,8,success,73,18.2862286567688,17.727249920368195,0.8179607391357422,17.900402069091797,1.0,1.0,17.834064967195754
73,1,success,69,17.276010513305664,16.569191843271255,1.1057425737380981,16.79389762878418,1.0,1.0,19.48833498136321
74,5,success,95,23.785921335220337,23.034022882580757,1.1805667877197266,23.460689544677734,1.0,1.0,14.688752041068128
75,9,success,81,20.29643678665161,18.745448477566242,0.9834489226341248,18.55040168762207,0.989594978739634,1.0,15.152571292522824
76,8,success,73,18.286309957504272,17.8198734074831,0.7575048804283142,17.900402069091797,1.0,1.0,15.143984620000275
77,7,success,97,24.294089555740356,23.6206546574831,0.9769816398620605,23.75990867614746,1.0,1.0,27.009461172003494
